Discovery Facility,Discovery Year,Planet Name
Kepler,2009,Kepler-5 b
W. M. Keck Observatory,2009,HD 212771 b
La Silla Observatory,2009,HD 215497 b
McDonald Observatory,2009,BD+14 4559 b
CoRoT,2009,CoRoT-9 b
MEarth Project,2009,GJ 1214 b
Las Campanas Observatory,2009,HD 129445 b
W. M. Keck Observatory,2009,HD 136418 b
CoRoT,2009,CoRoT-7 c
CoRoT,2009,CoRoT-7 b
CoRoT,2009,CoRoT-6 b
CoRoT,2009,CoRoT-5 b
McDonald Observatory,2009,BD+20 2457 b
W. M. Keck Observatory,2009,HD 126614 b
W. M. Keck Observatory,2009,GJ 179 b
McDonald Observatory,2009,BD+20 2457 c
La Silla Observatory,2009,HD 125612 d
La Silla Observatory,2009,HD 125612 c
La Silla Observatory,2009,HD 125595 b
W. M. Keck Observatory,2009,HD 95089 b
La Silla Observatory,2009,HD 215497 c
Haute-Provence Observatory,2009,HD 9446 c
La Silla Observatory,2009,HD 290327 b
La Silla Observatory,2009,HD 85390 b
La Silla Observatory,2009,HIP 70849 b
Lick Observatory,2009,HD 30562 b
SuperWASP,2009,WASP-16 b
SuperWASP,2009,WASP-6 b
La Silla Observatory,2009,HD 63765 b
SuperWASP,2009,WASP-15 b
La Silla Observatory,2009,HD 6718 b
W. M. Keck Observatory,2009,HD 181342 b
W. M. Keck Observatory,2009,HD 180902 b
Kepler,2009,Kepler-4 b
SuperWASP,2009,WASP-13 b
Kepler,2009,Kepler-7 b
Las Campanas Observatory,2009,HD 86226 b
La Silla Observatory,2009,HD 181720 b
Lick Observatory,2009,HD 86264 b
La Silla Observatory,2009,HIP 5158 b
W. M. Keck Observatory,2009,HIP 14810 d
La Silla Observatory,2009,HD 171238 b
OGLE,2009,OGLE-2007-BLG-368L b
Thueringer Landessternwarte Tautenburg,2009,HD 8673 b
Lick Observatory,2009,HD 87883 b
Las Campanas Observatory,2009,HD 175167 b
Lick Observatory,2009,HD 89307 b
W. M. Keck Observatory,2009,HD 96167 b
La Silla Observatory,2009,HD 90156 b
Haute-Provence Observatory,2009,HD 9446 b
Thueringer Landessternwarte Tautenburg,2009,30 Ari B b
W. M. Keck Observatory,2009,2MASS J21402931+1625183 A b
W. M. Keck Observatory,2009,HIP 79431 b
HATNet,2009,HAT-P-13 b
Thueringer Landessternwarte Tautenburg,2009,HD 32518 b
SuperWASP,2009,WASP-18 b
La Silla Observatory,2009,HD 104067 b
W. M. Keck Observatory,2009,HD 34445 b
La Silla Observatory,2009,HD 103197 b
Lick Observatory,2009,HD 16175 b
Kepler,2009,Kepler-6 b
Multiple Observatories,2009,61 Vir d
Multiple Observatories,2009,61 Vir c
Multiple Observatories,2009,61 Vir b
MOA,2009,MOA-2008-BLG-310L b
La Silla Observatory,2009,HD 40307 b
HATNet,2009,HAT-P-12 b
Subaru Telescope,2009,HD 38801 b
W. M. Keck Observatory,2009,HAT-P-13 c
La Silla Observatory,2009,HD 40307 d
Lick Observatory,2009,47 UMa d
Las Campanas Observatory,2009,HD 164604 b
La Silla Observatory,2009,HD 40307 c
W. M. Keck Observatory,2009,HD 4313 b
SuperWASP,2009,WASP-17 b
Las Campanas Observatory,2009,HD 152079 b
Okayama Astrophysical Observatory,2008,18 Del b
Gemini Observatory,2008,1RXS J160929.1-210524 b
Okayama Astrophysical Observatory,2008,81 Cet b
Thueringer Landessternwarte Tautenburg,2008,42 Dra b
Okayama Astrophysical Observatory,2008,6 Lyn b
La Silla Observatory,2008,HD 181433 d
W. M. Keck Observatory,2008,HD 183263 c
W. M. Keck Observatory,2008,HD 187123 c
Okayama Astrophysical Observatory,2008,14 And b
La Silla Observatory,2008,HD 181433 b
La Silla Observatory,2008,HD 181433 c
Xinglong Station,2008,HD 173416 b
Anglo-Australian Telescope,2008,HD 16417 b
SuperWASP,2008,WASP-5 b
SuperWASP,2008,WASP-7 b
W. M. Keck Observatory,2008,HD 179079 b
Las Campanas Observatory,2008,HD 154672 b
La Silla Observatory,2008,HD 153950 b
W. M. Keck Observatory,2008,HD 11964 c
La Silla Observatory,2008,BD-17 63 b
La Silla Observatory,2008,HD 45364 b
SuperWASP,2008,WASP-10 b
Gemini Observatory,2008,HR 8799 c
Gemini Observatory,2008,HR 8799 b
La Silla Observatory,2008,HD 45364 c
Haute-Provence Observatory,2008,HD 45652 b
La Silla Observatory,2008,HD 47186 b
La Silla Observatory,2008,HD 47186 c
Las Campanas Observatory,2008,HD 48265 b
La Silla Observatory,2008,HD 60532 b
La Silla Observatory,2008,HD 60532 c
XO,2008,XO-5 b
La Silla Observatory,2008,HD 73267 b
SuperWASP,2008,WASP-14 b
W. M. Keck Observatory,2008,HD 73534 b
W. M. Keck Observatory,2008,HD 7924 b
XO,2008,XO-4 b
SuperWASP,2008,WASP-11 b
HATNet,2008,HAT-P-9 b
OGLE,2008,OGLE-2006-BLG-109L b
HATNet,2008,HAT-P-8 b
Teide Observatory,2008,USco CTIO 108 b
SuperWASP,2008,WASP-12 b
HATNet,2008,HAT-P-7 b
OGLE,2008,OGLE2-TR-L9 b
W. M. Keck Observatory,2008,HR 8799 d
Spitzer Space Telescope,2008,FU Tau b
La Silla Observatory,2008,HD 131664 b
CoRoT,2008,CoRoT-1 b
Las Campanas Observatory,2008,HD 205739 b
CoRoT,2008,CoRoT-2 b
La Silla Observatory,2008,HD 145377 b
Las Campanas Observatory,2008,HD 143361 b
La Silla Observatory,2008,HD 20868 b
Thueringer Landessternwarte Tautenburg,2008,HD 139357 b
CoRoT,2008,CoRoT-3 b
CoRoT,2008,CoRoT-4 b
HATNet,2008,HAT-P-11 b
OGLE,2008,OGLE-2006-BLG-109L c
W. M. Keck Observatory,2008,HD 11506 c
Paranal Observatory,2008,bet Pic b
La Silla Observatory,2008,HD 285968 b
McDonald Observatory,2008,HD 102272 b
Anglo-Australian Telescope,2008,GJ 832 b
MOA,2008,MOA-2007-BLG-192L b
MOA,2008,MOA-2007-BLG-400L b
SuperWASP,2007,WASP-2 b
SuperWASP,2007,WASP-3 b
Multiple Observatories,2007,V0391 Peg b
SuperWASP,2007,WASP-4 b
XO,2007,XO-2 N b
XO,2007,XO-3 b
SuperWASP,2007,WASP-1 b
Lick Observatory,2007,kap CrB b
Xinglong Station,2007,11 Com b
TrES,2007,TrES-4 b
Lick Observatory,2007,HD 192699 b
W. M. Keck Observatory,2007,HD 170469 b
McDonald Observatory,2007,HD 17092 b
La Silla Observatory,2007,HD 171028 b
Subaru Telescope,2007,HD 17156 b
W. M. Keck Observatory,2007,HD 175541 b
TrES,2007,TrES-3 b
La Silla Observatory,2007,HD 190647 b
Haute-Provence Observatory,2007,HD 196885 A b
W. M. Keck Observatory,2007,HD 75898 b
Lick Observatory,2007,HD 210702 b
La Silla Observatory,2007,HD 219828 b
La Silla Observatory,2007,HD 221287 b
W. M. Keck Observatory,2007,HD 231701 b
La Silla Observatory,2007,HD 4113 b
Haute-Provence Observatory,2007,HD 43691 b
W. M. Keck Observatory,2007,HD 5319 b
Lick Observatory,2007,HD 167042 b
La Silla Observatory,2007,HD 156846 b
McDonald Observatory,2007,HD 155358 c
McDonald Observatory,2007,HD 155358 b
Multiple Observatories,2007,55 Cnc f
La Silla Observatory,2007,BD-13 2130 b
Paranal Observatory,2007,CT Cha b
W. M. Keck Observatory,2007,GJ 317 b
La Silla Observatory,2007,GJ 581 c
La Silla Observatory,2007,GJ 674 b
HATNet,2007,HAT-P-2 b
HATNet,2007,HAT-P-3 b
HATNet,2007,HAT-P-4 b
HATNet,2007,HAT-P-5 b
HATNet,2007,HAT-P-6 b
La Silla Observatory,2007,HD 100777 b
W. M. Keck Observatory,2007,HD 11506 b
W. M. Keck Observatory,2007,HD 125612 b
Haute-Provence Observatory,2007,HD 132406 b
La Silla Observatory,2007,HD 70573 b
Okayama Astrophysical Observatory,2007,xi Aql b
OGLE,2007,OGLE-TR-211 b
Okayama Astrophysical Observatory,2007,HD 81688 b
Multiple Observatories,2007,Lupus-TR-3 b
OGLE,2007,OGLE-TR-182 b
Anglo-Australian Telescope,2006,HD 187085 b
Multiple Observatories,2006,HD 62509 b
XO,2006,XO-1 b
W. M. Keck Observatory,2006,HD 86081 b
Kitt Peak National Observatory,2006,HD 102195 b
W. M. Keck Observatory,2006,HD 10647 b
W. M. Keck Observatory,2006,HD 24040 b
Anglo-Australian Telescope,2006,HD 23127 b
Lick Observatory,2006,HD 185269 b
W. M. Keck Observatory,2006,HD 33283 b
Spitzer Space Telescope,2006,HN Peg b
W. M. Keck Observatory,2006,HD 154345 b
OGLE,2006,OGLE-2005-BLG-169L b
Anglo-Australian Telescope,2006,HD 159868 b
W. M. Keck Observatory,2006,HIP 14810 c
La Silla Observatory,2006,HD 160691 e
Gemini Observatory,2006,Oph 11 b
W. M. Keck Observatory,2006,HD 224693 b
Thueringer Landessternwarte Tautenburg,2006,4 UMa b
TrES,2006,TrES-2 b
Anglo-Australian Telescope,2006,HD 20782 b
Hubble Space Telescope,2006,CHXR 73 b
Hubble Space Telescope,2006,SWEEPS-4 b
Okayama Astrophysical Observatory,2006,eps Tau b
Hubble Space Telescope,2006,SWEEPS-11 b
W. M. Keck Observatory,2006,GJ 849 b
La Silla Observatory,2006,HD 69830 d
La Silla Observatory,2006,HD 69830 c
La Silla Observatory,2006,HD 69830 b
Palomar Observatory,2006,HD 203030 b
HATNet,2006,HAT-P-1 b
Haute-Provence Observatory,2005,HD 189733 b
W. M. Keck Observatory,2005,HD 164922 b
W. M. Keck Observatory,2005,HIP 14810 b
W. M. Keck Observatory,2005,HD 99109 b
La Silla Observatory,2005,HD 93083 b
OGLE,2005,OGLE-2005-BLG-071L b
Multiple Observatories,2005,HD 81040 b
W. M. Keck Observatory,2005,HD 11964 b
OGLE,2005,OGLE-2005-BLG-390L b
Haute-Provence Observatory,2005,HD 149143 b
Paranal Observatory,2005,AB Pic b
La Silla Observatory,2005,GJ 581 b
W. M. Keck Observatory,2005,GJ 876 d
La Silla Observatory,2005,HD 101930 b
La Silla Observatory,2005,HD 102117 b
W. M. Keck Observatory,2005,HD 107148 b
W. M. Keck Observatory,2005,HD 108874 c
W. M. Keck Observatory,2005,HD 109749 b
Haute-Provence Observatory,2005,HD 118203 b
Lick Observatory,2005,HD 217107 c
La Silla Observatory,2005,HD 11977 b
W. M. Keck Observatory,2005,HD 128311 c
Thueringer Landessternwarte Tautenburg,2005,HD 13189 b
La Silla Observatory,2005,HD 142022 A b
Subaru Telescope,2005,HD 149026 b
La Silla Observatory,2005,HD 212301 b
W. M. Keck Observatory,2005,HD 190360 c
La Silla Observatory,2005,HD 27894 b
W. M. Keck Observatory,2005,HD 37124 d
W. M. Keck Observatory,2005,HD 50499 b
La Silla Observatory,2005,HD 2638 b
Anglo-Australian Telescope,2005,HD 73526 c
La Silla Observatory,2005,HD 4308 b
W. M. Keck Observatory,2005,HD 66428 b
La Silla Observatory,2005,HD 63454 b
Haute-Provence Observatory,2005,HD 33564 b
W. M. Keck Observatory,2004,HD 188015 b
W. M. Keck Observatory,2004,HD 117207 b
W. M. Keck Observatory,2004,HD 183263 b
OGLE,2004,OGLE-TR-132 b
McDonald Observatory,2004,55 Cnc c
La Silla Observatory,2004,HD 330075 b
OGLE,2004,OGLE-2003-BLG-235L b
Anglo-Australian Telescope,2004,HD 117618 b
TrES,2004,TrES-1 b
OGLE,2004,OGLE-TR-113 b
OGLE,2004,OGLE-TR-111 b
McDonald Observatory,2004,55 Cnc e
La Silla Observatory,2004,HD 41004 A b
Anglo-Australian Telescope,2004,HD 154857 b
La Silla Observatory,2004,HD 160691 d
Anglo-Australian Telescope,2004,HD 160691 c
W. M. Keck Observatory,2004,HD 45350 b
OGLE,2004,OGLE-TR-10 b
McDonald Observatory,2004,HD 37605 b
W. M. Keck Observatory,2004,GJ 436 b
W. M. Keck Observatory,2004,HD 99492 b
Paranal Observatory,2004,2MASS J12073346-3932539 b
Subaru Telescope,2004,DH Tau b
W. M. Keck Observatory,2004,HD 88133 b
La Silla Observatory,2004,HD 202206 c
Paranal Observatory,2004,GQ Lup b
Anglo-Australian Telescope,2004,HD 208487 b
La Silla Observatory,2003,HD 82943 b
Anglo-Australian Telescope,2003,HD 70642 b
Hubble Space Telescope,2003,PSR B1620-26 b
La Silla Observatory,2003,HD 142415 b
La Silla Observatory,2003,HD 41004 B b
Haute-Provence Observatory,2003,HD 74156 c
Multiple Observatories,2003,gam Cep b
La Silla Observatory,2003,HD 111232 b
Haute-Provence Observatory,2003,HD 74156 b
La Silla Observatory,2003,HD 65216 b
La Silla Observatory,2003,HD 6434 b
La Silla Observatory,2003,HD 82943 c
La Silla Observatory,2003,HD 114386 b
Okayama Astrophysical Observatory,2003,HD 104985 b
La Silla Observatory,2003,HD 121504 b
La Silla Observatory,2003,HD 147513 b
Multiple Observatories,2003,HD 3651 b
La Silla Observatory,2003,HD 216770 b
Haute-Provence Observatory,2003,HD 23596 b
Haute-Provence Observatory,2003,HD 190360 b
La Silla Observatory,2003,HD 169830 c
La Silla Observatory,2003,HD 19994 b
La Silla Observatory,2002,HD 162020 b
La Silla Observatory,2002,HD 47536 b
W. M. Keck Observatory,2002,HD 108874 b
W. M. Keck Observatory,2002,14 Her b
Anglo-Australian Telescope,2002,HD 30177 b
W. M. Keck Observatory,2002,HD 49674 b
W. M. Keck Observatory,2002,HD 114729 b
Lick Observatory,2002,HD 106252 b
Anglo-Australian Telescope,2002,HD 73526 b
W. M. Keck Observatory,2002,HD 72659 b
Lick Observatory,2002,55 Cnc d
Lick Observatory,2002,iot Dra b
Multiple Observatories,2002,HD 83443 b
Anglo-Australian Telescope,2002,HD 2039 b
Lick Observatory,2002,HD 50554 b
La Silla Observatory,2002,HD 108147 b
La Silla Observatory,2002,HD 168746 b
Anglo-Australian Telescope,2002,HD 216435 b
Multiple Observatories,2002,HD 12661 c
W. M. Keck Observatory,2002,HD 128311 b
Anglo-Australian Telescope,2002,HD 76700 b
Anglo-Australian Telescope,2002,HD 216437 b
Haute-Provence Observatory,2002,HD 8574 b
Multiple Observatories,2002,HD 40979 b
Anglo-Australian Telescope,2002,HD 196050 b
La Silla Observatory,2002,HD 141937 b
OGLE,2002,OGLE-TR-56 b
W. M. Keck Observatory,2002,HD 37124 b
W. M. Keck Observatory,2002,HD 37124 c
Lick Observatory,2001,47 UMa c
Anglo-Australian Telescope,2001,HD 23079 b
W. M. Keck Observatory,2001,HD 114783 b
Multiple Observatories,2001,HD 68988 b
W. M. Keck Observatory,2001,HD 178911 B b
Anglo-Australian Telescope,2001,HD 39091 b
W. M. Keck Observatory,2001,HD 4208 b
La Silla Observatory,2001,HD 213240 b
W. M. Keck Observatory,2001,HD 4203 b
Multiple Observatories,2001,HD 80606 b
Anglo-Australian Telescope,2001,HD 142 b
La Silla Observatory,2001,HD 28185 b
Multiple Observatories,2000,GJ 876 c
Multiple Observatories,2000,HD 92788 b
Multiple Observatories,2000,eps Eri b
Multiple Observatories,2000,HD 38529 b
W. M. Keck Observatory,2000,HD 52265 b
Anglo-Australian Telescope,2000,HD 27442 b
W. M. Keck Observatory,2000,HD 46375 b
Multiple Observatories,2000,HD 38529 c
Anglo-Australian Telescope,2000,HD 179949 b
W. M. Keck Observatory,2000,BD-10 3166 b
La Silla Observatory,2000,HD 169830 b
Multiple Observatories,2000,HD 12661 b
W. M. Keck Observatory,2000,HD 168443 c
W. M. Keck Observatory,2000,HD 16141 b
Anglo-Australian Telescope,2000,HD 160691 b
La Silla Observatory,2000,GJ 3021 b
Multiple Observatories,1999,ups And c
Multiple Observatories,1999,ups And d
La Silla Observatory,1999,HD 75289 b
Fred Lawrence Whipple Observatory,1999,HD 89744 b
La Silla Observatory,1999,HD 130322 b
W. M. Keck Observatory,1999,HD 134987 b
La Silla Observatory,1999,GJ 86 b
W. M. Keck Observatory,1999,HD 209458 b
W. M. Keck Observatory,1999,HD 10697 b
W. M. Keck Observatory,1999,HD 177830 b
La Silla Observatory,1999,HR 810 b
W. M. Keck Observatory,1999,HD 222582 b
La Silla Observatory,1999,HD 192263 b
W. M. Keck Observatory,1998,HD 187123 b
W. M. Keck Observatory,1998,HD 168443 b
Lick Observatory,1998,HD 217107 b
W. M. Keck Observatory,1998,HD 210277 b
Multiple Observatories,1998,GJ 876 b
Lick Observatory,1998,HD 195019 b
Fred Lawrence Whipple Observatory,1997,rho CrB b
Lick Observatory,1996,ups And b
Multiple Observatories,1996,16 Cyg B b
Lick Observatory,1996,55 Cnc b
Lick Observatory,1996,47 UMa b
Lick Observatory,1996,tau Boo b
Lick Observatory,1996,70 Vir b
Haute-Provence Observatory,1995,51 Peg b
Arecibo Observatory,1994,PSR B1257+12 b
Arecibo Observatory,1992,PSR B1257+12 c
Arecibo Observatory,1992,PSR B1257+12 d
Oak Ridge Observatory,1989,HD 114762 b
