Planet Name,Num Stars,Num Planets,Orbital Period Days
HD 109749 b,2,1,5.239891
GJ 160.2 b,1,1,5.2354
WASP-136 b,1,1,5.215357
EPIC 212297394 c,1,2,5.213965
Kepler-327 c,1,3,5.212333
Kepler-520 c,1,2,5.21104261
CoRoT-28 b,1,1,5.20851
DMPP-2 b,1,1,5.2072
HD 158259 d,1,5,5.1980814
TOI-421 b,2,2,5.19672
Kepler-341 b,1,4,5.195528
Kepler-1403 b,1,1,5.19492202
Kepler-1239 b,1,1,5.19104016
Kepler-114 b,1,3,5.188549
K2-121 b,1,1,5.1857539
Kepler-1154 b,1,2,5.1856142
Kepler-1007 b,1,1,5.18500207
WASP-184 b,1,1,5.1817
Kepler-1611 b,1,1,5.1762429
K2-179 b,1,1,5.172191
Kepler-83 d,2,3,5.169796
Kepler-634 b,1,1,5.16950177
Kepler-727 b,1,1,5.15448442
Kepler-446 d,1,3,5.148921
WASP-187 b,1,1,5.147878
Kepler-876 b,1,1,5.14438011
Kepler-1089 b,1,1,5.13248562
Kepler-1127 b,1,1,5.12330347
NGC 2682 YBP 1514 b,1,1,5.118
K2-334 b,1,1,5.113981
CoRoT-24 b,1,2,5.1134
Kepler-1518 b,1,1,5.11177904
Kepler-860 b,1,1,5.10137945
Kepler-1542 e,1,4,5.10115756
HD 22496 b,1,1,5.09071
WASP-68 b,2,1,5.0843
Kepler-905 b,1,1,5.08274652
Kepler-541 b,1,1,5.08005848
TOI-122 b,1,1,5.07803
K2-66 b,1,1,5.06963
K2-8 c,1,2,5.06416
HIP 91258 b,1,1,5.0505
Kepler-1104 b,1,1,5.03728015
Kepler-164 b,1,3,5.03503
Kepler-868 b,1,1,5.03251791
KELT-12 b,1,1,5.031623
Kepler-374 d,1,3,5.028219
WASP-186 b,1,1,5.026799
WASP-58 b,2,1,5.01718
Kepler-471 b,1,1,5.01423457
Kepler-719 b,1,1,5.00731778
HAT-P-31 b,1,1,5.00542
TOI-640 b,1,1,5.0037775
Kepler-663 b,1,1,4.99678284
LP 791-18 c,1,2,4.989963
WASP-42 b,1,1,4.9816819
Kepler-339 b,1,3,4.977656
Kepler-156 b,1,2,4.973456
WASP-83 b,1,1,4.971252
WASP-7 b,1,1,4.9546416
WASP-88 b,1,1,4.954
HD 49674 b,1,1,4.94737
Kepler-15 b,1,1,4.942782
Kepler-187 b,1,2,4.938864
TOI-251 b,1,1,4.93777
V830 Tau b,1,1,4.927
Kepler-161 b,1,2,4.921355
Kepler-376 b,1,2,4.920199
Kepler-480 b,1,1,4.9195838
Kepler-321 b,1,2,4.915379
Teegarden's Star b,1,2,4.91
HATS-64 b,1,1,4.908897
Kepler-535 b,1,1,4.90332155
Kepler-107 c,1,4,4.901452
WASP-20 b,2,1,4.8996284
Kepler-776 b,1,1,4.89718784
Kepler-1181 b,1,1,4.89337519
HAT-P-11 b,1,2,4.88780244
Wolf 1061 b,1,3,4.8869
Kepler-7 b,1,1,4.8854892
Kepler-935 b,1,1,4.88083852
Kepler-445 c,1,3,4.871229
K2-133 c,1,4,4.86784
Kepler-1240 b,1,1,4.8663815
CoRoT-25 b,1,1,4.86069
Kepler-918 b,1,1,4.85386933
TOI-431 c,1,3,4.8494
NGTS-16 b,1,1,4.84532
Kepler-1582 b,1,1,4.83817712
Kepler-213 c,1,2,4.822962
HAT-P-67 b,2,1,4.8101025
Kepler-280 c,1,2,4.807091
Kepler-571 b,1,1,4.79859939
K2-284 b,1,1,4.795069
HAT-P-60 b,1,1,4.7947813
Kepler-251 b,1,4,4.790936
Kepler-1117 b,1,1,4.79028459
HAT-P-69 b,1,1,4.7869491
HD 213885 c,1,2,4.78503
Kepler-48 b,1,4,4.778
Kepler-1365 c,1,2,4.77468005
Kepler-1344 b,1,1,4.7683049
Kepler-1215 b,1,1,4.76703963
HATS-5 b,1,1,4.763387
Kepler-142 c,1,3,4.761702
Kepler-758 c,1,4,4.75793986
HD 15337 b,1,2,4.75615
Kepler-113 b,1,2,4.754
HATS-46 b,1,1,4.7423729
K2-182 b,1,1,4.7369729
KELT-11 b,1,1,4.7361
K2-108 b,1,1,4.733999
Kepler-1695 b,1,1,4.7329
Kepler-93 b,1,2,4.72674
GJ 273 c,1,2,4.7234
HATS-22 b,1,1,4.7228124
TOI-1333 b,2,1,4.720219
Kepler-237 b,1,2,4.715106
Kepler-720 b,1,1,4.70832654
Kepler-414 b,1,2,4.7
Kepler-1290 b,1,1,4.69500134
GJ 674 b,1,1,4.6938
K2-348 b,1,2,4.688418
Kepler-318 b,1,2,4.662715
YZ Cet d,1,3,4.65627
K2-116 b,1,1,4.655411
TOI-125 b,1,3,4.65382
Kepler-306 b,1,4,4.646186
HD 156668 b,1,2,4.6455
Kepler-80 e,1,6,4.64489
HAT-P-42 b,1,1,4.641878
HAT-P-38 b,1,1,4.640382
HATS-27 b,1,1,4.637038
CoRoT-31 b,1,1,4.62941
HAT-P-14 b,2,1,4.62767
Kepler-406 c,1,2,4.62332
Kepler-55 e,1,5,4.617534
WASP-56 b,2,1,4.6171
ups And b,2,3,4.617033
WASP-67 b,1,1,4.61442
Kepler-356 b,1,2,4.612696
K2-88 b,1,1,4.6122
KELT-19 A b,2,1,4.6117093
HATS-29 b,1,1,4.6058749
K2-39 b,1,1,4.60543
Kepler-99 b,2,1,4.60358
WASP-147 b,1,1,4.60273
Kepler-246 b,1,2,4.60182
Kepler-810 b,1,1,4.59725385
Kepler-915 b,1,1,4.59489604
Kepler-219 b,1,3,4.585512
Kepler-703 b,1,1,4.58352176
Kepler-326 c,1,3,4.580358
Kepler-370 b,1,2,4.57953
HATS-39 b,1,1,4.5776348
Kepler-1595 b,1,1,4.56380468
K2-223 c,1,2,4.56327
HD 103720 b,1,1,4.5557
Kepler-1263 b,1,1,4.55139967
Kepler-444 c,3,5,4.5458841
Kepler-325 b,1,3,4.544439
WASP-113 b,1,1,4.54216875
TOI-1298 b,1,1,4.537164
WASP-151 b,1,1,4.533471
K2-268 d,1,5,4.528598
Kepler-1328 b,1,1,4.52158888
WASP-181 b,1,1,4.5195064
Kepler-824 b,1,1,4.51436633
NGTS-2 b,1,1,4.511164
Kepler-1108 b,1,1,4.51005748
EPIC 206024342 b,1,3,4.50756
Kepler-666 b,1,1,4.49876092
Kepler-1350 b,1,2,4.4968604
TOI-1749 c,1,3,4.4929
Kepler-826 b,1,1,4.48758907
Kepler-1646 b,1,1,4.48558383
Kepler-1429 b,1,1,4.48487493
K2-224 b,1,2,4.47904
Kepler-981 b,1,1,4.46975774
WASP-55 b,2,1,4.46563
HAT-P-1 b,2,1,4.46529976
HAT-P-46 b,1,1,4.463129
Kepler-1157 b,1,1,4.45743164
HAT-P-40 b,1,1,4.45724
Kepler-548 b,1,1,4.45419434
Kepler-1435 b,1,1,4.45343281
Kepler-881 b,1,1,4.44448017
K2-37 b,1,3,4.44117
Kepler-12 b,1,1,4.4379629
NGTS-9 b,1,1,4.43527
Kepler-232 b,1,2,4.431222
Pr0201 b,1,1,4.4264
Kepler-168 b,1,2,4.425391
Kepler-1105 b,1,1,4.42157218
Kepler-1029 b,1,1,4.41769648
Kepler-642 b,1,1,4.41745855
WASP-62 b,1,1,4.41195
Kepler-914 b,1,1,4.40966548
Kepler-717 b,1,1,4.40840023
K2-270 c,1,2,4.400028
Kepler-167 b,2,4,4.3931632
HATS-43 b,1,1,4.3888497
Kepler-324 b,1,3,4.385315
K2-148 b,2,3,4.38395
K2-165 c,1,3,4.382745
WASP-63 b,1,1,4.37808
HATS-38 b,1,1,4.375021
Kepler-1216 b,1,1,4.37034536
Kepler-319 b,1,3,4.362705
Kepler-1623 b,1,1,4.36128348
Kepler-1245 b,1,2,4.35409304
WASP-13 b,1,1,4.35301
K2-32 e,2,4,4.34934
Kepler-710 b,1,1,4.34728553
Kepler-1598 b,1,1,4.34195123
Kepler-1123 b,1,1,4.33946454
Kepler-322 c,1,2,4.337234
Kepler-1002 b,1,1,4.33642933
HATS-37 A b,2,1,4.3315366
HATS-56 b,1,1,4.324799
TOI-942 b,3,2,4.32419
WASP-21 b,1,1,4.322482
WASP-34 b,1,1,4.31768
HD 40307 b,1,5,4.3123
Kepler-244 b,1,3,4.311792
Kepler-160 b,1,3,4.309397
Kepler-1054 b,1,1,4.30655689
WASP-60 b,1,1,4.305
Kepler-181 c,1,2,4.302149
Kepler-570 b,1,1,4.301662
HAT-P-44 b,1,2,4.301219
HATS-25 b,1,1,4.2986432
Kepler-783 b,1,2,4.29264638
Kepler-502 b,1,1,4.28686431
Kepler-671 b,1,1,4.28095859
Kepler-1095 b,1,1,4.27103091
Kepler-173 b,1,2,4.263742
CoRoT-3 b,1,1,4.2568
Kepler-24 d,1,4,4.244384
Kepler-565 b,1,1,4.24374723
Kepler-1553 b,1,1,4.24261881
Kepler-793 b,1,1,4.24153639
HAT-P-26 b,1,1,4.23452
WASP-174 b,1,1,4.2337
TOI-163 b,1,1,4.231306
51 Peg b,1,1,4.230785
Kepler-208 b,1,4,4.22864
Kepler-491 b,1,1,4.22538451
Kepler-84 d,1,5,4.224537
Kepler-588 b,1,1,4.22162536
HATS-58 A b,2,1,4.2180896
HAT-P-51 b,1,1,4.2180278
61 Vir b,1,3,4.215
CoRoT-26 b,1,1,4.20474
HATS-55 b,1,1,4.2042001
SWEEPS-4 b,1,1,4.2
Kepler-974 b,1,1,4.19449651
HATS-41 b,1,1,4.193649
K2-208 b,1,1,4.190948
Kepler-696 b,1,1,4.19042557
XO-5 b,1,1,4.1877558
HATS-45 b,1,1,4.1876244
Kepler-652 b,1,1,4.18200253
Kepler-148 c,1,3,4.180043
WASP-127 b,2,1,4.17806203
Kepler-472 b,1,1,4.17625551
Kepler-415 b,1,2,4.176
HATS-36 b,1,1,4.175186
K2-282 b,1,2,4.169836
EPIC 201841433 b,1,1,4.1698
Kepler-823 b,1,1,4.16809082
Kepler-1671 b,1,1,4.16787
Kepler-171 b,1,3,4.166972
KELT-10 b,1,1,4.1662739
Kepler-625 c,1,2,4.1653651
Kepler-125 b,1,2,4.164389
K2-350 b,1,2,4.163873
K2-192 b,1,1,4.162817
Kepler-1235 b,1,1,4.16055856
Kepler-220 b,1,4,4.159807
WASP-47 b,1,4,4.1591289
HD 125612 c,2,3,4.15514
WASP-168 b,2,1,4.153658
Kepler-770 d,1,3,4.15244722
Kepler-250 b,1,3,4.148141
HATS-49 b,1,1,4.1480467
Kepler-1238 b,1,1,4.14787559
Kepler-546 b,1,1,4.14702026
K2-269 b,1,1,4.144965
Kepler-240 b,1,2,4.144495
HAT-P-59 b,1,1,4.1419771
Kepler-1626 b,1,1,4.13962966
Kepler-211 b,1,2,4.138575
Kepler-1398 c,1,2,4.13827595
Kepler-1433 b,1,1,4.13592271
Kepler-228 c,1,3,4.134444
HD 2685 b,1,1,4.12688
Kepler-669 b,1,1,4.12554687
Kepler-119 c,1,2,4.125103
XO-4 b,1,1,4.12508
HAT-P-21 b,1,1,4.12448
NGTS-13 b,1,1,4.119027
Kepler-1324 b,1,1,4.11584468
KELT-2 A b,2,1,4.11379
HD 102195 b,1,1,4.11377
TOI-1062 b,1,2,4.11296
WASP-183 b,1,1,4.1117771
K2-30 b,1,1,4.098503
K2-254 b,1,2,4.09639
Kepler-1631 b,1,1,4.09513932
Kepler-722 b,1,2,4.09357325
Kepler-750 c,1,2,4.08899022
WASP-73 b,1,1,4.08722
NGC 2682 YBP 401 b,1,1,4.087
WASP-66 b,1,1,4.08605
HD 47186 b,1,2,4.0845
Kepler-723 b,1,1,4.08227507
Kepler-398 b,1,3,4.081423
HD 149143 b,1,1,4.07182
Kepler-202 b,1,2,4.069427
TOI-1130 b,1,2,4.066499
WASP-39 b,1,1,4.055259
LP 714-47 b,1,1,4.052037
TRAPPIST-1 d,1,7,4.049219
WASP-118 b,1,1,4.0460435
CoRoT-5 b,1,1,4.0378962
CoRoT-13 b,1,1,4.03519
Kepler-553 b,1,2,4.03046804
Kepler-402 b,1,4,4.028751
Kepler-1073 c,1,2,4.02582254
K2-295 b,1,1,4.024867
K2-38 b,1,2,4.01593
K2-250 b,1,1,4.01457
OGLE-TR-111 b,1,1,4.0144463
HAT-P-58 b,1,1,4.0138379
HAT-P-19 b,1,1,4.008778
HAT-P-64 b,1,1,4.007232
K2-146 c,1,2,4.00498
K2-253 b,1,1,4.00167
Kepler-817 b,1,1,3.99010623
Kepler-882 b,1,1,3.98953967
HD 86226 c,1,2,3.98442
OGLE-TR-182 b,1,1,3.9791
Kepler-1164 b,1,1,3.97599768
HD 76700 b,1,1,3.97097
Kepler-1145 b,1,1,3.97076766
Kepler-716 c,1,2,3.96999
EPIC 201833600 c,1,2,3.96151
WASP-157 b,1,1,3.951623
Kepler-1542 b,1,4,3.95116882
WASP-94 A b,2,2,3.95019
Kepler-861 b,1,1,3.94963138
Kepler-1614 b,1,1,3.9466141
TOI-1296 b,1,1,3.9443715
XO-1 b,1,1,3.94153
Kepler-226 b,1,3,3.940997
Kepler-1394 b,1,1,3.93766373
Kepler-222 b,1,3,3.936981
HD 215497 b,1,2,3.93404
Kepler-154 e,1,5,3.93276465
Kepler-928 b,1,1,3.9324613
Kepler-380 b,1,2,3.930821
GJ 357 b,1,3,3.93072
HAT-P-9 b,1,1,3.92281072
HATS-47 b,1,1,3.9228038
WASP-29 b,1,1,3.92273
Kepler-1612 b,1,1,3.91795101
WASP-90 b,1,1,3.916243
Lupus-TR-3 b,1,1,3.91405
Kepler-1526 b,1,1,3.908632
KOI-217 b,1,1,3.90512
K2-219 b,1,3,3.901287
WASP-176 b,1,1,3.899052
CoRoT-19 b,1,1,3.89713
Kepler-688 b,1,1,3.89593684
Kepler-1694 b,1,1,3.89526
Kepler-217 d,1,3,3.88689525
Kepler-186 b,1,5,3.8867907
Kepler-1629 b,1,1,3.87595807
BD-06 1339 b,1,2,3.8728
WASP-69 b,1,1,3.86814
Kepler-1081 b,1,1,3.85691855
WASP-61 b,1,1,3.8559
Kepler-731 b,1,1,3.85560355
HATS-53 b,1,1,3.8537768
HAT-P-6 b,1,1,3.85298
K2-338 b,1,1,3.850614
Kepler-1658 b,1,1,3.84937278
Kepler-1691 b,1,1,3.8482
WASP-159 b,1,1,3.840401
WASP-156 b,1,1,3.836169
K2-151 b,2,1,3.835476
HD 219828 b,1,2,3.83492
Kepler-1313 b,1,1,3.83309118
HATS-50 b,1,1,3.8297015
Gl 378 b,1,1,3.822
WASP-171 b,1,1,3.8186244
LHS 1815 b,1,1,3.81433
Kepler-1295 b,1,1,3.81371974
EPIC 201615463 c,1,2,3.80464
HAT-P-54 b,1,1,3.799847
Kepler-425 b,1,1,3.79701816
HD 108236 b,1,5,3.795963
HATS-71 b,1,1,3.7955202
K2-354 b,1,1,3.793306
Kepler-1189 b,1,1,3.78858982
Kepler-1395 b,1,1,3.78470649
Kepler-253 b,1,3,3.783986
WASP-110 b,1,1,3.77840121
LHS 1140 c,1,2,3.77792
Kepler-825 b,1,2,3.77360059
Kepler-996 b,1,1,3.77059058
Kepler-762 b,1,1,3.7705521
WASP-160 B b,2,1,3.7684952
CoRoT-17 b,1,1,3.7681
XO-6 b,1,1,3.7650007
WASP-25 b,1,1,3.76483
Kepler-1059 b,1,1,3.76419105
Kepler-190 c,1,2,3.763024
Kepler-704 b,1,1,3.76182115
Kepler-778 b,1,1,3.75574426
WASP-15 b,1,1,3.7521
Kepler-564 b,1,1,3.75083228
Kepler-773 b,1,1,3.74910006
Kepler-889 b,1,1,3.744439
KOI-94 b,2,4,3.743208
Kepler-1557 b,1,1,3.74032496
TOI-905 b,1,1,3.739494
WASP-17 b,1,1,3.73543
Kepler-1149 b,1,1,3.73089898
Kepler-673 b,1,1,3.72873109
WASP-11 b,3,1,3.72247
Kepler-612 b,1,1,3.72215641
Kepler-292 c,1,5,3.715335
Qatar-8 b,1,1,3.71495
WASP-70 A b,2,1,3.7130203
Kepler-697 b,1,1,3.70987065
Kepler-466 c,1,2,3.70921385
Kepler-557 b,1,1,3.70598955
K2-160 b,1,1,3.705871
Kepler-1244 b,1,1,3.70428172
Kepler-598 b,1,2,3.70175428
Kepler-294 b,1,2,3.701212
CoRoT-7 c,1,2,3.698
TOI-269 b,1,1,3.6977104
Kepler-20 b,2,6,3.69611525
LHS 1678 c,1,2,3.694247
WASP-54 b,2,1,3.69364
Kepler-968 b,1,3,3.69298373
L 98-59 c,1,4,3.6906777
Kepler-680 b,1,1,3.68992629
TOI-954 b,1,1,3.6849729
OGLE-TR-211 b,1,1,3.67724
K2-154 b,1,2,3.67626
K2-352 b,1,3,3.665912
WASP-79 b,1,1,3.66238
TIC 257060897 b,1,1,3.660028
Kepler-1275 b,1,1,3.65691115
WASP-158 b,1,1,3.656333
HAT-P-25 b,1,1,3.65281514
GJ 1265 b,1,1,3.6511
GJ 9827 c,1,3,3.6480957
HAT-P-35 b,3,1,3.646706
Kepler-1471 b,1,1,3.63899398
WASP-138 b,1,1,3.634433
CoRoT-23 b,1,1,3.6313
Kepler-218 b,1,3,3.619337
HATS-11 b,1,1,3.619188
Kepler-1412 b,1,1,3.6146051
Kepler-363 b,1,3,3.614568
KELT-21 b,1,1,3.6127647
WASP-120 b,1,1,3.6112706
Kepler-1065 b,1,2,3.60930891
Kepler-736 b,1,1,3.60147201
Kepler-1254 c,1,3,3.60084276
GJ 676 A d,2,4,3.6005
Kepler-444 b,3,5,3.6001053
Kepler-618 b,1,1,3.59576964
EPIC 249893012 b,1,3,3.5951
K2-127 b,1,1,3.588163
HATS-68 b,1,1,3.5862202
HR 858 b,2,3,3.58599
WASP-101 b,1,1,3.58572
HAT-P-55 b,1,1,3.5852467
Kepler-740 b,1,1,3.58410122
HATS-8 b,1,1,3.583893
Kepler-1585 b,1,1,3.5827463
Kepler-77 b,1,1,3.57878087
WASP-37 b,1,1,3.577469
Kepler-1361 b,1,1,3.57554956
CoRoT-27 b,1,1,3.57532
Kepler-497 b,1,1,3.57320367
Kepler-507 b,1,1,3.56809693
HATS-60 b,1,1,3.560829
K2-138 c,1,6,3.56004
Kepler-1003 b,1,1,3.55485691
TrES-4 b,2,1,3.55395
Kepler-323 c,1,2,3.553822
Kepler-5 b,1,1,3.5484657
HATS-3 b,1,1,3.547851
Kepler-291 b,1,2,3.546511
Kepler-1468 c,1,2,3.54553021
Kepler-26 d,1,4,3.543919
HAT-P-39 b,2,1,3.54387
NGTS-14 A b,2,1,3.5357173
K2-52 b,1,1,3.535055
WASP-22 b,1,1,3.53269
Kepler-1131 b,1,1,3.53232449
Kepler-428 b,1,1,3.52563254
HD 209458 b,1,1,3.52474859
Kepler-8 b,1,1,3.5224991
Kepler-901 b,1,1,3.51749439
Kepler-1414 b,1,1,3.51576315
HD 75289 b,2,1,3.50927
Qatar-6 b,2,1,3.506195
Kepler-18 b,1,3,3.504725
Kepler-1558 b,1,1,3.50470358
TOI-1728 b,1,1,3.49151
Kepler-1699 b,1,1,3.49082
BD-10 3166 b,1,1,3.48777
Kepler-101 b,1,2,3.4876812
K2-25 b,1,1,3.484552
Kepler-746 b,1,1,3.48159251
TOI-1259 A b,2,1,3.477978
HAT-P-33 b,2,1,3.47447
KELT-20 b,1,1,3.4741085
K2-285 b,1,4,3.471745
K2-43 b,1,2,3.471149
Kepler-286 c,1,4,3.468095
WASP-165 b,1,1,3.465509
HATS-1 b,1,1,3.446459
Kepler-1371 b,1,2,3.4462039
TOI-1235 b,1,1,3.444717
HD 2638 b,3,1,3.4442
Kepler-1563 b,1,1,3.43276598
HD 158259 c,1,5,3.432
Kepler-150 b,1,5,3.428054
WASP-96 b,1,1,3.4252602
HD 88133 b,1,1,3.414884
Kepler-495 b,1,1,3.41303622
Kepler-124 b,1,3,3.410493
TOI-628 b,1,1,3.4095675
WASP-180 A b,2,1,3.409264
WASP-28 b,1,1,3.40883
WASP-31 b,1,1,3.4059096
K2-202 b,1,1,3.405164
Kepler-1346 b,1,1,3.40165668
Kepler-256 c,1,4,3.38802
HD 330075 b,1,1,3.38773
K2-308 b,1,1,3.38628
Kepler-1571 b,1,1,3.38555488
Kepler-605 b,1,2,3.38353807
HATS-31 b,1,1,3.37796
HAT-P-63 b,1,1,3.377728
WASP-182 b,1,1,3.3769848
WASP-124 b,1,1,3.37265
WASP-6 b,1,1,3.36101
TOI-270 b,1,3,3.3601538
K2-198 c,1,3,3.3596055
NGTS-5 b,1,1,3.3569866
WASP-89 b,1,1,3.3564227
K2-344 b,1,1,3.35585
HAT-P-24 b,2,1,3.35524
Kepler-267 b,1,3,3.353728
WTS-1 b,1,1,3.352057
Kepler-1343 b,1,1,3.35183158
HATS-51 b,1,1,3.3488702
WASP-178 b,1,1,3.3448285
Kepler-111 b,1,2,3.341815
Kepler-235 b,1,4,3.340222
GJ 3470 b,1,1,3.3366496
Kepler-247 b,1,3,3.33616
K2-278 b,1,1,3.334966
HAT-P-43 b,1,1,3.3326414
WASP-153 b,1,1,3.332609
KELT-15 b,2,1,3.32944
HATS-6 b,1,1,3.3252725
Kepler-724 b,1,1,3.31494634
K2-107 b,1,1,3.313959
HATS-10 b,1,1,3.312846
tau Boo b,2,1,3.3124568
Kepler-424 b,1,2,3.3118644
WASP-141 b,1,1,3.310651
WASP-53 b,1,2,3.3098443
HD 202772 A b,2,1,3.308958
Kepler-249 b,1,3,3.306539
HATS-26 b,1,1,3.3023881
Kepler-1375 b,1,1,3.3004192
Kepler-304 b,1,4,3.295709
KIC 8121913 b,1,1,3.294601
Kepler-337 b,1,2,3.292781
Kepler-1624 b,1,1,3.29030452
Kepler-1032 b,1,1,3.29011795
Kepler-360 b,1,2,3.289672
WASP-126 b,1,2,3.28883
Kepler-374 c,1,3,3.282807
Kepler-366 b,1,2,3.281959
K2-275 b,1,2,3.2809626
HATS-62 b,1,1,3.2768837
Kepler-1292 b,1,1,3.27646405
NGTS-15 b,1,1,3.27623
Kepler-645 b,1,1,3.27582262
Kepler-1049 b,1,1,3.27346074
K2-226 b,1,1,3.27108
HD 134060 b,1,2,3.2696
Kepler-490 b,1,1,3.26869515
HATS-40 b,1,1,3.2642736
K2-324 b,1,1,3.262
K2-29 b,2,1,3.2588321
HAT-P-28 b,1,1,3.257215
Kepler-140 b,1,2,3.25427
Kepler-169 b,1,5,3.250619
HD 39855 b,1,1,3.2498
Kepler-537 b,1,1,3.24755522
Kepler-44 b,1,1,3.2467293
Kepler-389 b,1,2,3.244107
KELT-8 b,1,1,3.24406
Kepler-485 b,1,1,3.2432598
NGTS-17 b,1,1,3.24253
Kepler-1278 b,1,1,3.23941344
TOI-178 c,1,6,3.23845
Kepler-6 b,1,1,3.2346996
K2-199 b,1,2,3.225338
Kepler-822 b,1,1,3.22296927
Kepler-245 e,1,4,3.21982106
Kepler-426 b,1,1,3.21751883
Kepler-4 b,1,1,3.21346
HAT-P-12 b,1,1,3.2130598
HAT-P-22 b,2,1,3.21222
TOI-1789 b,1,1,3.208664
Kepler-305 e,1,4,3.20538
K2-238 b,1,1,3.20466
GJ 1061 b,1,3,3.204
XO-3 b,1,1,3.19154
Kepler-1047 c,1,2,3.18897601
HATS-7 b,1,1,3.185315
HATS-28 b,1,1,3.1810781
Kepler-107 b,1,4,3.1800218
Kepler-743 b,2,1,3.17926292
Kepler-121 b,1,2,3.177422
HATS-30 b,2,1,3.1743516
Kepler-644 b,1,1,3.1739171
Kepler-388 b,1,2,3.173315
Kepler-1138 b,1,1,3.17060005
Kepler-708 b,1,1,3.16789194
Kepler-729 b,1,1,3.16635371
Kepler-203 b,1,3,3.162697
WASP-35 b,1,1,3.16158
POTS-1 b,1,1,3.1606296
GJ 581 e,1,3,3.149
Kepler-862 b,1,1,3.14866453
K2-315 b,1,1,3.1443189
HATS-12 b,1,1,3.142702
HATS-66 b,1,1,3.1414391
Kepler-181 b,1,2,3.137873
Kepler-224 b,1,4,3.132924
HATS-48 A b,2,1,3.1316666
HAT-P-45 b,1,1,3.128992
TOI-1260 b,1,2,3.12748
Kepler-960 b,1,1,3.12686223
WASP-45 b,2,1,3.126089
HAT-P-50 b,1,1,3.1220109
Kepler-488 b,1,1,3.12082923
WASP-16 b,1,1,3.1186
Kepler-1281 b,1,1,3.11602791
Kepler-141 b,1,2,3.107675
Kepler-475 b,1,1,3.10550819
HATS-65 b,2,1,3.105161
OGLE-TR-10 b,1,1,3.101278
HD 187123 b,1,2,3.0965828
HD 219134 b,1,6,3.092926
WASP-10 b,1,1,3.0927616
HD 179949 b,1,1,3.092514
KELT-17 b,1,1,3.0801716
TOI-2406 b,1,1,3.0766896
HAT-P-8 b,3,1,3.07634
Kepler-80 d,1,6,3.07222
WASP-177 b,1,1,3.071722
Kepler-207 c,1,3,3.071571
K2-133 b,1,4,3.07133
WASP-80 b,1,1,3.06785234
WASP-175 b,1,1,3.0652907
YZ Cet c,1,3,3.06008
Kepler-1592 b,1,1,3.05710069
HATS-63 b,1,1,3.0566527
HAT-P-4 b,2,1,3.056536
WASP-41 b,1,2,3.0524
NGTS-18 b,1,1,3.05125
HATS-13 b,1,1,3.0440499
Kepler-695 b,1,1,3.04033042
HAT-P-27 b,2,1,3.039577
Kepler-446 c,1,3,3.036179
Kepler-650 b,1,1,3.03214559
Kepler-1560 b,1,1,3.03195744
TrES-1 b,2,1,3.03007
Kepler-1271 b,1,1,3.0255955
Kepler-43 b,1,1,3.0240949
HD 46375 b,2,1,3.023573
GJ 3779 b,1,1,3.0232
Kepler-904 b,1,1,3.02166863
Kepler-1357 b,1,1,3.0091324
Kepler-1078 b,1,1,3.00725242
Kepler-411 b,2,4,3.005156
Kepler-493 b,1,1,3.00387658
K2-60 b,1,1,3.00265
Kepler-1408 b,1,1,2.99793191
K2-34 b,1,1,2.9956348
CoRoT-11 b,1,1,2.99433
KELT-4 A b,3,1,2.9895932
HD 83443 b,1,1,2.9857
Kepler-445 b,1,3,2.984151
WASP-123 b,2,1,2.9776412
HAT-P-66 b,1,1,2.972086
Kepler-272 b,1,3,2.971353
Kepler-917 b,1,1,2.97041437
WASP-98 b,2,1,2.96264036
Kepler-1120 b,1,1,2.94902905
Kepler-1597 b,1,1,2.94654179
WASP-23 b,1,1,2.9444256
Kepler-1363 b,1,1,2.94194094
Kepler-172 b,1,4,2.940309
Kepler-1245 c,1,2,2.93658468
Kepler-273 b,1,2,2.936532
Kepler-299 b,1,4,2.927128
HAT-P-13 b,1,2,2.91625
WASP-71 b,1,1,2.90367
K2-90 c,1,2,2.900706
HAT-P-3 b,2,1,2.8997
Kepler-32 e,1,5,2.896
Kepler-1542 c,1,4,2.89223021
Kepler-1096 b,1,1,2.89221751
Kepler-1143 b,1,2,2.88890485
Kepler-1385 b,1,1,2.88879862
Kepler-1319 b,2,1,2.88676265
DMPP-1 d,1,4,2.882
Qatar-5 b,1,1,2.8792319
WASP-192 b,1,1,2.8786765
EPIC 206032309 b,1,1,2.87814
HD 149026 b,1,1,2.87589
HAT-P-20 b,1,1,2.875317
K2-187 c,1,4,2.872042
KELT-18 b,2,1,2.8717518
XO-7 b,1,1,2.8641424
K2-230 b,1,1,2.86041
K2-191 b,1,1,2.858646
Kepler-755 c,2,2,2.85313364
Kepler-1124 b,1,1,2.85234897
Kepler-730 c,1,2,2.85188338
CoRoT-29 b,1,1,2.85057
K2-200 b,1,1,2.849883
WASP-100 b,2,1,2.84938
K2-55 b,1,1,2.849258
WASP-57 b,1,1,2.83891856
Kepler-1193 b,1,1,2.83265213
CoRoT-12 b,1,1,2.828042
MASCARA-4 b,2,1,2.82406
Kepler-592 b,1,1,2.82019241
HD 63454 b,1,1,2.81805
Kepler-670 b,1,1,2.81650485
HATS-32 b,1,1,2.8126548
HAT-P-30 b,2,1,2.8106
Kepler-895 b,1,1,2.80624233
WASP-91 b,1,1,2.798581
HAT-P-37 b,1,1,2.797436
Kepler-221 b,1,4,2.795906
